model_id,fom,variables,aic,null_aic,delta_aic,null_deviance,residual_dev,dev_explained,MCFaddenPseudoR2,spatial_auc,training_auc,test_auc,toc_auc
748,0.467479286,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,predios_lingue1",1069.545201,1135.988787,-66.44358603,1122.878679,1055.545201,67.33347798,0.059965052,0.638646213,0.662046323,0.691255994,0.859602527
749,0.466203363,"mat_lingue_87,dis_comunidades_lingue,dis_hid_lingue,dis_plant87_lingue",1069.734764,1135.988787,-66.25402382,1133.988787,1059.734764,74.25402382,0.065480386,0.661638772,0.692296196,0.6871,0.856560759
750,0.48002079,"cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue",1069.792089,1135.988787,-66.19669843,1133.988787,1059.792089,74.19669843,0.065429834,0.675400825,0.69363526,0.7079,0.815926461
751,0.477670748,"cul_prad_lingue_87,dis_comunidades_lingue",1070.022112,1135.988787,-65.96667537,1133.988787,1064.022112,69.96667537,0.061699618,0.669536862,0.676329051,0.69875,0.811112935
752,0.458254243,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1070.35613,1135.988787,-65.63265722,1122.878679,1054.35613,68.52254916,0.061024001,0.633703339,0.660226434,0.685338231,0.860184572
753,0.473892358,"mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue",1070.436084,1135.988787,-65.55270374,1133.988787,1060.436084,73.55270374,0.064861932,0.663874565,0.692290218,0.69085,0.83246863
754,0.466031599,"bn_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1070.463301,1135.988787,-65.52548687,1122.878679,1058.463301,64.41537882,0.057366285,0.641165892,0.657354851,0.694878074,0.954303188
755,0.471020029,"bn_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,predios_lingue1",1070.629915,1135.988787,-65.35887233,1122.878679,1058.629915,64.24876428,0.057217904,0.644543267,0.657674932,0.70077033,0.944710736
756,0.462379876,"bn_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1070.664216,1135.988787,-65.32457176,1122.878679,1058.664216,64.2144637,0.057187357,0.637971223,0.658946111,0.698194062,0.958970229
757,0.475914253,"dis_comunidades_lingue,dis_plant87_lingue,predios_lingue1",1070.739449,1135.988787,-65.24933832,1122.878679,1062.739449,60.13923027,0.053558084,0.663065902,0.67697429,0.682022243,0.886943474
758,0.473837543,"mat_lingue_87,dis_comunidades_lingue",1070.759097,1135.988787,-65.22969007,1133.988787,1064.759097,69.22969007,0.061049713,0.65832779,0.677405085,0.678425,0.836114293
759,0.465385587,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1070.791873,1135.988787,-65.19691416,1122.878679,1054.791873,68.0868061,0.060635942,0.638157798,0.660250822,0.687914499,0.865571352
760,0.459762776,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1070.914495,1135.988787,-65.07429263,1122.878679,1054.914495,67.96418458,0.060526739,0.634737898,0.662817566,0.689266401,0.877875214
761,0.477767178,"dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1070.988577,1135.988787,-65.00021037,1122.878679,1058.988577,63.89010232,0.056898491,0.671590392,0.693057596,0.692939496,0.882212171
762,0.474724232,"cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue",1071.051608,1135.988787,-64.93717917,1133.988787,1059.051608,74.93717917,0.066082822,0.672041752,0.694549889,0.707925,0.840229639
763,0.477946295,"dis_comunidades_lingue,dis_caminos_lingue,predios_lingue1",1071.101107,1135.988787,-64.88768002,1122.878679,1063.101107,59.77757197,0.053236002,0.665722251,0.677090129,0.683986328,0.866124928
764,0.462397865,"bn_lingue_87,mat_lingue_87,dis_hid_lingue,pen_lingue15,predios_lingue1",1071.171588,1135.988787,-64.81719929,1122.878679,1059.171588,63.70709123,0.056735507,0.640157289,0.660211192,0.69778594,0.950592372
765,0.472431997,"cul_prad_lingue_87,dis_comunidades_lingue,dis_plant87_lingue",1071.184885,1135.988787,-64.80390193,1133.988787,1063.184885,70.80390193,0.062437921,0.666291408,0.677258625,0.69795,0.836780613
766,0.477239263,"cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue",1071.6054,1135.988787,-64.38338713,1133.988787,1063.6054,70.38338713,0.062067093,0.669575391,0.678516986,0.6967,0.815805672
767,0.466759609,"mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue",1071.707698,1135.988787,-64.28108976,1133.988787,1059.707698,74.28108976,0.065504254,0.661735853,0.692493469,0.687575,0.855821132
768,0.464911605,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1071.720219,1135.988787,-64.26856865,1122.878679,1057.720219,65.15846059,0.05802805,0.643502613,0.656928076,0.694903581,0.946686013
769,0.460973647,"bn_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1071.963105,1135.988787,-64.02568238,1122.878679,1057.963105,64.91557433,0.057811744,0.637838486,0.657562141,0.694112846,0.959787299
770,0.469896947,"mat_lingue_87,dis_comunidades_lingue,dis_plant87_lingue",1072.022458,1135.988787,-63.96632986,1133.988787,1064.022458,69.96632986,0.061699314,0.655957088,0.677913212,0.675725,0.861301992
771,0.464956733,"bn_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1072.029442,1135.988787,-63.95934528,1122.878679,1058.029442,64.84923722,0.057752666,0.640623702,0.657934045,0.699469442,0.95267779
772,0.459019311,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1072.281538,1135.988787,-63.70724986,1122.878679,1054.281538,68.5971418,0.06109043,0.634917044,0.661518952,0.686792164,0.880523323
773,0.464320686,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1072.383547,1135.988787,-63.60524087,1122.878679,1058.383547,64.49513282,0.057437312,0.63987458,0.658074271,0.69449546,0.953136942
774,0.459359598,"bn_lingue_87,mat_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1072.532911,1135.988787,-63.45587597,1122.878679,1058.532911,64.34576791,0.057304292,0.636209945,0.65981795,0.696051423,0.957951831
775,0.475969223,"dis_comunidades_lingue,dis_caminos_lingue,dis_plant87_lingue,predios_lingue1",1072.662503,1135.988787,-63.32628396,1122.878679,1062.662503,60.2161759,0.053626609,0.663467512,0.677455936,0.681741659,0.887522431
776,0.473348948,"mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue",1072.682128,1135.988787,-63.30665894,1133.988787,1064.682128,69.30665894,0.061117588,0.658522504,0.677871366,0.6775,0.838189317
777,0.472596143,"cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_plant87_lingue",1072.878478,1135.988787,-63.11030921,1133.988787,1062.878478,71.11030921,0.062708124,0.666480751,0.678780017,0.696175,0.839063969
778,0.460874908,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1073.250703,1135.988787,-62.73808394,1122.878679,1057.250703,65.62797588,0.058446186,0.640421973,0.657513367,0.694418937,0.953073939
779,0.459292424,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1073.871648,1135.988787,-62.11713913,1122.878679,1057.871648,65.00703108,0.057893192,0.63655272,0.658592497,0.69322008,0.958708132
780,0.469569893,"mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_plant87_lingue",1073.98946,1135.988787,-61.99932741,1133.988787,1063.98946,69.99932741,0.061728412,0.656146474,0.678259934,0.6755,0.861695416
781,0.463000735,"mat_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15",1074.108439,1135.988787,-61.88034872,1133.988787,1064.108439,69.88034872,0.061623492,0.637911193,0.66367071,0.6895125,0.835467416
782,0.479155326,"dis_comunidades_lingue,dis_hid_lingue",1074.887893,1135.988787,-61.10089434,1133.988787,1068.887893,65.10089434,0.057408764,0.675748425,0.693916225,0.696125,0.859351019
783,0.458755249,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1075.399537,1135.988787,-60.58925071,1133.988787,1063.399537,70.58925071,0.062248632,0.636827349,0.661372182,0.684875,0.839077186
784,0.456722051,"mat_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1075.41122,1135.988787,-60.57756693,1133.988787,1063.41122,70.57756693,0.062238329,0.634166306,0.665096454,0.68465,0.856268849
785,0.46302324,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15",1076.108406,1135.988787,-59.88038116,1133.988787,1064.108406,69.88038116,0.06162352,0.637938794,0.663685655,0.6895125,0.836027658
786,0.478690788,"dis_comunidades_lingue,dis_hid_lingue,dis_plant87_lingue",1076.438031,1135.988787,-59.55075639,1133.988787,1068.438031,65.55075639,0.057805471,0.673642577,0.694699338,0.6938,0.88087216
787,0.470378707,"mat_lingue_87,cul_prad_lingue_87,pen_lingue15,predios_lingue1",1076.58024,1135.988787,-59.4085475,1122.878679,1066.58024,56.29843944,0.050137598,0.634590608,0.641247157,0.686052444,0.864261033
788,0.464654429,"bn_lingue_87,dis_hid_lingue,pen_lingue15",1076.629696,1135.988787,-59.3590913,1133.988787,1068.629696,65.3590913,0.057636453,0.641261807,0.660881989,0.6981125,0.948077494
789,0.466791278,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,predios_lingue1",1076.737584,1135.988787,-59.25120352,1122.878679,1064.737584,58.14109546,0.051778608,0.633108304,0.639360204,0.67949699,0.85890261
790,0.477886585,dis_comunidades_lingue,1076.7396,1135.988787,-59.24918699,1133.988787,1072.7396,61.24918699,0.054012163,0.667312671,0.67744992,0.684325,0.862408551
791,0.466289259,"bn_lingue_87,pen_lingue15,predios_lingue1",1076.773472,1135.988787,-59.21531575,1122.878679,1068.773472,54.10520769,0.048184375,0.63673726,0.645889856,0.694380675,0.933082116
792,0.454013991,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1076.827472,1135.988787,-59.16131577,1133.988787,1062.827472,71.16131577,0.062753104,0.634020741,0.662944387,0.683975,0.85659121
793,0.471803109,"bn_lingue_87,dis_caminos_lingue,pen_lingue15,predios_lingue1",1076.831318,1135.988787,-59.15746959,1122.878679,1066.831318,56.04736154,0.049913996,0.637783043,0.64317374,0.687761453,0.950325882
794,0.479274958,"dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue",1076.887109,1135.988787,-59.10167799,1133.988787,1068.887109,65.10167799,0.057409455,0.675720375,0.693868401,0.69605,0.859640841
795,0.458867128,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1077.395939,1135.988787,-58.59284871,1133.988787,1063.395939,70.59284871,0.062251805,0.637074636,0.661665102,0.685275,0.844573503
796,0.45691842,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1077.409599,1135.988787,-58.57918848,1133.988787,1063.409599,70.57918848,0.062239759,0.634334592,0.665245904,0.685025,0.859931039
797,0.464000616,"bn_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15",1077.795386,1135.988787,-58.19340172,1133.988787,1067.795386,66.19340172,0.058372184,0.643707411,0.661186865,0.6999125,0.938847019
798,0.460112377,"bn_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1077.815294,1135.988787,-58.17349333,1133.988787,1067.815294,66.17349333,0.058354628,0.640004073,0.658502759,0.69405,0.950623434
799,0.4599017,"bn_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1077.953533,1135.988787,-58.03525445,1133.988787,1067.953533,66.03525445,0.058232723,0.637504879,0.66143794,0.6951875,0.955618603
800,0.449639224,"mat_lingue_87,cul_prad_lingue_87,pen_lingue15,dis_plant87_lingue,predios_lingue1",1077.980908,1135.988787,-58.00787907,1122.878679,1065.980908,56.89777102,0.050671343,0.622318538,0.637912219,0.676805938,0.907562228
801,0.452530621,"bn_lingue_87,pen_lingue15,dis_plant87_lingue,predios_lingue1",1078.138624,1135.988787,-57.85016328,1122.878679,1068.138624,54.74005523,0.04874975,0.626917537,0.642500046,0.686371289,0.954785594
802,0.467121623,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,predios_lingue1",1078.239824,1135.988787,-57.74896386,1122.878679,1066.239824,56.6388558,0.050440762,0.640736479,0.644002902,0.692505867,0.943273281
803,0.475960061,"dis_comunidades_lingue,dis_plant87_lingue",1078.254467,1135.988787,-57.73432004,1133.988787,1072.254467,61.73432004,0.054439974,0.665487341,0.678250967,0.6817,0.886582769
804,0.470378707,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,pen_lingue15,predios_lingue1",1078.297487,1135.988787,-57.69130076,1122.878679,1066.297487,56.5811927,0.050389409,0.638073651,0.642676852,0.694049077,0.91154729
805,0.476372465,"bn_lingue_87,cul_prad_lingue_87,pen_lingue15,predios_lingue1",1078.30076,1135.988787,-57.68802777,1122.878679,1068.30076,54.57791972,0.048605358,0.64338676,0.644008999,0.700757576,0.937150421
806,0.451688137,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1078.317399,1135.988787,-57.67138812,1122.878679,1064.317399,58.56128006,0.052152811,0.627542999,0.638814542,0.677711458,0.881040233
807,0.467492872,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,predios_lingue1",1078.384867,1135.988787,-57.60392044,1122.878679,1064.384867,58.49381238,0.052092727,0.635645545,0.642996933,0.684879094,0.910683091
808,0.457816145,"bn_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1078.385198,1135.988787,-57.6035896,1122.878679,1066.385198,56.49348155,0.050311296,0.632198777,0.642539675,0.686460565,0.954680109
809,0.478814943,"dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue",1078.435925,1135.988787,-57.55286205,1133.988787,1068.435925,65.55286205,0.057807328,0.673696272,0.69481292,0.694,0.880620598
810,0.461795491,"bn_lingue_87,mat_lingue_87,dis_hid_lingue,pen_lingue15",1078.504472,1135.988787,-57.48431559,1133.988787,1068.504472,65.48431559,0.057746881,0.639479901,0.661461852,0.6966375,0.944706516
811,0.478125457,"dis_comunidades_lingue,dis_caminos_lingue",1078.613317,1135.988787,-57.37547044,1133.988787,1072.613317,61.37547044,0.054123525,0.667644933,0.678451229,0.6837,0.865348105
812,0.456958593,"bn_lingue_87,mat_lingue_87,pen_lingue15,predios_lingue1",1078.699303,1135.988787,-57.28948457,1122.878679,1068.699303,54.17937652,0.048250428,0.630281406,0.644487596,0.689802061,0.93494276
813,0.468721142,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,pen_lingue15,predios_lingue1",1078.799674,1135.988787,-57.18911387,1122.878679,1066.799674,56.07900581,0.049942177,0.635947553,0.643600515,0.686230997,0.948936302
814,0.454245208,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1078.820112,1135.988787,-57.16867518,1133.988787,1062.820112,71.16867518,0.062759593,0.63437606,0.663261219,0.6847,0.863640737
815,0.462586771,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1078.890658,1135.988787,-57.09812962,1133.988787,1066.890658,67.09812962,0.059170012,0.642412148,0.659584771,0.6948,0.941198012
816,0.45829449,"bn_lingue_87,cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1079.14085,1135.988787,-56.84793718,1133.988787,1067.14085,66.84793718,0.058949381,0.640419704,0.661999868,0.6975,0.948640402
817,0.45675775,"bn_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1079.269838,1135.988787,-56.71894897,1133.988787,1067.269838,66.71894897,0.058835634,0.637348458,0.65929185,0.693,0.956521463
818,0.449343208,"cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,predios_lingue1",1079.594969,1135.988787,-56.39381851,1122.878679,1069.594969,53.28371046,0.047452776,0.630913236,0.631224051,0.678553209,0.881296469
819,0.449749709,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,pen_lingue15,dis_plant87_lingue,predios_lingue1",1079.661834,1135.988787,-56.3269534,1122.878679,1065.661834,57.21684535,0.050955501,0.625192391,0.641064254,0.682902255,0.923233225
820,0.45919839,"bn_lingue_87,cul_prad_lingue_87,pen_lingue15,dis_plant87_lingue,predios_lingue1",1079.688583,1135.988787,-56.30020412,1122.878679,1067.688583,55.19009607,0.049150542,0.634855794,0.643777321,0.692110499,0.94720266
821,0.45919839,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1079.732339,1135.988787,-56.25644858,1133.988787,1067.732339,66.25644858,0.058427781,0.639018355,0.659477167,0.69405,0.948496392
822,0.45708359,"bn_lingue_87,mat_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1079.817883,1135.988787,-56.17090445,1133.988787,1067.817883,66.17090445,0.058352345,0.635913109,0.662173229,0.693475,0.954730632
823,0.461377717,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1079.819664,1135.988787,-56.16912337,1122.878679,1065.819664,57.05901532,0.050814942,0.636772732,0.643826095,0.691358025,0.948917335
824,0.451887585,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1079.936155,1135.988787,-56.05263207,1122.878679,1063.936155,58.94252401,0.052492335,0.630048648,0.642557965,0.683476176,0.918225111
825,0.452224553,"bn_lingue_87,mat_lingue_87,pen_lingue15,dis_plant87_lingue,predios_lingue1",1080.054637,1135.988787,-55.9341501,1122.878679,1068.054637,54.82404204,0.048824546,0.622683893,0.643426756,0.682698194,0.953256968
826,0.476102085,"dis_comunidades_lingue,dis_caminos_lingue,dis_plant87_lingue",1080.176385,1135.988787,-55.8124027,1133.988787,1072.176385,61.8124027,0.054508831,0.665804396,0.678720237,0.681575,0.887175573
827,0.458773149,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1080.346355,1135.988787,-55.6424319,1122.878679,1066.346355,56.53232384,0.050345888,0.63030992,0.642929869,0.685006632,0.954164306
828,0.457798269,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1080.372121,1135.988787,-55.61666636,1133.988787,1066.372121,67.61666636,0.059627279,0.640033667,0.660541245,0.694475,0.949146818
829,0.447049874,"cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1080.843246,1135.988787,-55.14554112,1122.878679,1068.843246,54.03543306,0.048122236,0.627806002,0.626944111,0.673043567,0.887120598
830,0.455656332,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1081.175848,1135.988787,-54.81293891,1133.988787,1067.175848,66.81293891,0.058918518,0.636229708,0.660182567,0.692625,0.955704619
831,0.447798819,"cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1081.413204,1135.988787,-54.57558291,1122.878679,1069.413204,53.46547486,0.04761465,0.627987641,0.630565598,0.677430874,0.8950987
832,0.446143366,"cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1082.725913,1135.988787,-53.26287428,1122.878679,1068.725913,54.15276622,0.048226729,0.625737982,0.626364917,0.671589634,0.896887244
833,0.4798688,"mat_lingue_87,cul_prad_lingue_87,pen_lingue15",1082.995669,1135.988787,-52.99311876,1133.988787,1074.995669,58.99311876,0.052022665,0.636203291,0.643704306,0.68475,0.834537881
834,0.454191844,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15",1083.153077,1135.988787,-52.83571036,1133.988787,1073.153077,60.83571036,0.053647541,0.630821564,0.639146107,0.67615,0.851815473
835,0.476138741,"bn_lingue_87,pen_lingue15",1083.906131,1135.988787,-52.08265615,1133.988787,1077.906131,56.08265615,0.049456094,0.633333511,0.64677698,0.687,0.903422344
836,0.462595767,"bn_lingue_87,dis_caminos_lingue,pen_lingue15",1083.970118,1135.988787,-52.01866939,1133.988787,1075.970118,58.01866939,0.051163354,0.634242035,0.641289208,0.6876875,0.947877805
837,0.428424673,"mat_lingue_87,dis_hid_lingue,pen_lingue15,predios_lingue1",1084.198501,1135.988787,-51.79028683,1122.878679,1074.198501,48.68017877,0.043353017,0.604669395,0.632147713,0.662712988,0.874210324
838,0.447922249,"mat_lingue_87,cul_prad_lingue_87,pen_lingue15,dis_plant87_lingue",1084.351446,1135.988787,-51.63734122,1133.988787,1074.351446,59.63734122,0.052590768,0.627374922,0.643623603,0.6771875,0.923024503
839,0.447662189,"mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1084.693454,1135.988787,-51.29533366,1133.988787,1072.693454,61.29533366,0.054052857,0.628459909,0.641447624,0.6750375,0.878493172
840,0.4798688,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,pen_lingue15",1084.849432,1135.988787,-51.13935526,1133.988787,1074.849432,59.13935526,0.052151623,0.639584548,0.647252228,0.690575,0.909022334
841,0.454191844,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15",1084.950525,1135.988787,-51.03826278,1133.988787,1072.950525,61.03826278,0.053826161,0.633002417,0.642819567,0.6816625,0.901971279
842,0.461952779,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15",1085.123674,1135.988787,-50.8651134,1133.988787,1075.123674,58.8651134,0.051909784,0.637726428,0.645530574,0.6904,0.939810678
843,0.488274856,"bn_lingue_87,cul_prad_lingue_87,pen_lingue15",1085.196741,1135.988787,-50.79204608,1133.988787,1077.196741,56.79204608,0.050081665,0.640380143,0.647900838,0.6923125,0.915018955
844,0.451005999,"bn_lingue_87,pen_lingue15,dis_plant87_lingue",1085.245146,1135.988787,-50.74364178,1133.988787,1077.245146,56.74364178,0.05003898,0.627980967,0.646788936,0.6834,0.955724215
845,0.453334108,"bn_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1085.500402,1135.988787,-50.48838501,1133.988787,1075.500402,58.48838501,0.051577569,0.631500548,0.643844788,0.6842125,0.953315114
846,0.448641206,"cul_prad_lingue_87,dis_hid_lingue,pen_lingue15",1085.74179,1135.988787,-50.24699745,1133.988787,1077.74179,56.24699745,0.049601017,0.629305856,0.635681877,0.678525,0.873424124
847,0.471912442,"bn_lingue_87,mat_lingue_87,pen_lingue15",1085.862109,1135.988787,-50.12667804,1133.988787,1077.862109,56.12667804,0.049494914,0.625932283,0.646092503,0.6790125,0.917512288
848,0.430306457,"mat_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1085.933833,1135.988787,-50.05495442,1122.878679,1073.933833,48.94484636,0.043588722,0.60368381,0.628632919,0.659320478,0.878971789
849,0.464663451,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,pen_lingue15",1085.956733,1135.988787,-50.0320544,1133.988787,1075.956733,58.0320544,0.051175157,0.633679485,0.642254649,0.6866375,0.945835447
850,0.42777279,"mat_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1085.988361,1135.988787,-50.0004265,1122.878679,1073.988361,48.89031845,0.043540161,0.603034799,0.63300431,0.659881645,0.891170131
851,0.448138302,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,pen_lingue15,dis_plant87_lingue",1086.176757,1135.988787,-49.81203076,1133.988787,1074.176757,59.81203076,0.052744817,0.629427781,0.64692344,0.681025,0.922825027
852,0.447622527,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1086.467391,1135.988787,-49.52139621,1133.988787,1072.467391,61.52139621,0.054252209,0.630521988,0.645213742,0.6795,0.91317713
853,0.456423135,"bn_lingue_87,cul_prad_lingue_87,pen_lingue15,dis_plant87_lingue",1086.556026,1135.988787,-49.43276107,1133.988787,1076.556026,57.43276107,0.050646675,0.636799406,0.648047298,0.6880625,0.944456091
854,0.457159491,"bn_lingue_87,cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1086.677759,1135.988787,-49.3110279,1133.988787,1074.677759,59.3110279,0.052303011,0.63616163,0.64604169,0.68785,0.94632171
855,0.448720644,"cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1087.009223,1135.988787,-48.97956391,1133.988787,1077.009223,56.97956391,0.050247026,0.625950909,0.630161226,0.67265,0.879614635
856,0.45001052,"bn_lingue_87,mat_lingue_87,pen_lingue15,dis_plant87_lingue",1087.19461,1135.988787,-48.79417732,1133.988787,1077.19461,56.79417732,0.050083544,0.623379419,0.647180493,0.679325,0.95385152
857,0.430680827,"cul_prad_lingue_87,pen_lingue15,predios_lingue1",1087.304289,1135.988787,-48.68449857,1122.878679,1079.304289,43.57439052,0.038805965,0.632477039,0.615796148,0.684343434,0.890005729
858,0.436129122,"cul_prad_lingue_87,dis_caminos_lingue,pen_lingue15,predios_lingue1",1087.472557,1135.988787,-48.51623028,1122.878679,1077.472557,45.40612223,0.040437247,0.622676355,0.605465154,0.671104989,0.894638131
859,0.454636665,"bn_lingue_87,mat_lingue_87,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1087.482772,1135.988787,-48.50601539,1133.988787,1075.482772,58.50601539,0.051593116,0.630275198,0.643755119,0.6832375,0.952923519
860,0.447234835,"cul_prad_lingue_87,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1087.530666,1135.988787,-48.45812179,1133.988787,1077.530666,56.45812179,0.049787196,0.62643358,0.634638722,0.674675,0.889901926
861,0.428514782,"mat_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1087.768421,1135.988787,-48.22036657,1122.878679,1073.768421,49.11025851,0.043736033,0.602361607,0.629468178,0.657968575,0.892885936
862,0.419856445,"dis_hid_lingue,pen_lingue15,predios_lingue1",1088.854917,1135.988787,-47.13387003,1122.878679,1080.854917,42.02376198,0.037425024,0.601316848,0.606809494,0.655188246,0.896868085
863,0.447812042,"cul_prad_lingue_87,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1088.86707,1135.988787,-47.12171783,1133.988787,1076.86707,57.12171783,0.050372383,0.624116494,0.629629187,0.6701,0.891544377
