model_id,fom,variables,aic,null_aic,delta_aic,null_deviance,residual_dev,dev_explained,MCFaddenPseudoR2,spatial_auc,training_auc,test_auc,toc_auc
1,0.488093226,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1008.554234,1135.988787,-127.4345532,1122.878679,994.5542341,128.3244452,0.114281665,0.706314488,0.724834015,0.736787063,0.839341812
2,0.485694291,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1009.934717,1135.988787,-126.0540701,1122.878679,993.9347173,128.943962,0.114833387,0.707139927,0.725748532,0.737603306,0.835203689
3,0.486446612,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1010.205212,1135.988787,-125.7835759,1122.878679,994.2052115,128.6734678,0.114592494,0.705527508,0.723968272,0.737577798,0.83939014
4,0.48630259,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1010.358111,1135.988787,-125.6306762,1122.878679,994.3581112,128.5205682,0.114456326,0.704895247,0.724492595,0.73617488,0.845740165
5,0.48605178,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1010.495065,1135.988787,-125.4937225,1122.878679,994.4950649,128.3836144,0.114334359,0.705549693,0.724193853,0.73543516,0.825116776
6,0.490953213,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1010.56162,1135.988787,-125.4271678,1122.878679,998.5616196,124.3170597,0.110712815,0.704684513,0.722017303,0.737858382,0.831311633
7,0.489603498,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1011.154619,1135.988787,-124.8341689,1122.878679,997.1546185,125.7240608,0.111965846,0.706647687,0.723456143,0.740613203,0.825357524
8,0.487785954,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1011.405777,1135.988787,-124.5830099,1122.878679,999.4057775,123.4729019,0.109961035,0.709246363,0.721035721,0.743444546,0.9366481
9,0.486553484,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1011.513711,1135.988787,-124.4750759,1122.878679,993.5137115,129.3649679,0.115208321,0.70630495,0.725303467,0.739031731,0.835044577
10,0.489062432,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1011.622117,1135.988787,-124.3666707,1122.878679,997.6221167,125.2565626,0.111549507,0.703953474,0.720895495,0.738419549,0.832347694
11,0.484039084,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1011.657087,1135.988787,-124.3317008,1122.878679,993.6570866,129.2215927,0.115080636,0.705367255,0.72563879,0.736940108,0.842719782
12,0.485504009,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1011.925547,1135.988787,-124.0632408,1122.878679,993.9255466,128.9531327,0.114841554,0.70682386,0.725516855,0.737067646,0.82950147
13,0.485801055,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1011.998998,1135.988787,-123.9897894,1122.878679,993.998998,128.8796814,0.114776141,0.704125512,0.723882917,0.736327926,0.845915951
14,0.485081852,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1012.11762,1135.988787,-123.8711676,1122.878679,994.1176198,128.7610595,0.1146705,0.704569062,0.723407369,0.735664728,0.822216549
15,0.490443864,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1012.141566,1135.988787,-123.8472213,1122.878679,996.1415661,126.7371133,0.112868038,0.705837065,0.723620756,0.740205081,0.826504214
16,0.487865088,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1012.158416,1135.988787,-123.8303714,1122.878679,998.158416,124.7202633,0.111071895,0.702533039,0.721944141,0.736021835,0.840644018
17,0.489701492,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1012.284477,1135.988787,-123.7043101,1122.878679,998.2844773,124.594202,0.110959629,0.71055766,0.723925595,0.745485155,0.935703449
18,0.484474551,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1012.306392,1135.988787,-123.6823958,1122.878679,994.3063916,128.5722877,0.114502386,0.704213555,0.724114595,0.734440363,0.832597442
19,0.487488114,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1012.475519,1135.988787,-123.5132687,1122.878679,998.4755187,124.4031607,0.110789494,0.703825776,0.721779528,0.736506479,0.81562973
20,0.491986998,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1012.495265,1135.988787,-123.4935223,1122.878679,998.4952651,124.3834142,0.110771908,0.710452298,0.722047787,0.745281094,0.924669482
21,0.482872921,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1012.619472,1135.988787,-123.369315,1122.878679,996.6194724,126.259207,0.11244243,0.703895399,0.724023143,0.737934905,0.836187401
22,0.489328251,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1013.149624,1135.988787,-122.8391633,1122.878679,997.1496241,125.7290553,0.111970293,0.706445445,0.72348053,0.740205081,0.821508494
23,0.485137507,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.216812,1135.988787,-122.7719756,1122.878679,993.2168118,129.6618675,0.115472731,0.704512306,0.724736467,0.737679829,0.842781289
24,0.484891727,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.22048,1135.988787,-122.7683073,1122.878679,997.2204801,125.6581992,0.111907191,0.70182242,0.72149298,0.736429956,0.841487924
25,0.486999728,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.233153,1135.988787,-122.7556347,1122.878679,999.2331527,123.6455266,0.110114769,0.7078496,0.720828431,0.742806856,0.941440255
26,0.487692866,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1013.245761,1135.988787,-122.7430262,1122.878679,999.2457612,123.6329181,0.11010354,0.708662814,0.720608946,0.743750638,0.93664121
27,0.491954232,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1013.247616,1135.988787,-122.7411709,1122.878679,1001.247616,121.6310629,0.108320752,0.710483048,0.721877077,0.747423732,0.925533946
28,0.487706828,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1013.260393,1135.988787,-122.7283942,1122.878679,999.2603932,123.6182861,0.11009051,0.708365124,0.721224721,0.741939598,0.932448618
29,0.488997157,"bn_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1013.339403,1135.988787,-122.6493841,1122.878679,1003.339403,119.539276,0.106457873,0.708021708,0.718615299,0.744005714,0.926453054
30,0.493130039,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1013.396951,1135.988787,-122.5918359,1122.878679,997.3969515,125.4817279,0.111750032,0.711681228,0.724779144,0.747627793,0.923225186
31,0.486920686,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1013.485135,1135.988787,-122.5036526,1122.878679,997.4851348,125.3935445,0.111671498,0.702866681,0.720334591,0.735996327,0.812475437
32,0.485429766,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1013.492491,1135.988787,-122.4962963,1122.878679,993.4924911,129.3861882,0.11522722,0.705803404,0.724827918,0.738496072,0.826492432
33,0.484766549,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.603047,1135.988787,-122.3857403,1122.878679,995.6030471,127.2756323,0.113347626,0.702958831,0.723620756,0.738164473,0.837424213
34,0.483724224,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.652744,1135.988787,-122.3360432,1122.878679,993.6527442,129.2259351,0.115084503,0.705163611,0.725443693,0.736378941,0.838909572
35,0.484799001,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.92031,1135.988787,-122.0684775,1122.878679,993.9203099,128.9583695,0.114846218,0.703250701,0.723504917,0.734414856,0.829818561
36,0.488218965,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1013.992986,1135.988787,-121.995801,1122.878679,997.9929864,124.885693,0.111219222,0.708728191,0.723834143,0.744031221,0.942263152
37,0.487660288,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1014.009064,1135.988787,-121.9797239,1133.988787,1002.009064,131.9797239,0.116385387,0.707988199,0.726902637,0.734175,0.838011504
38,0.489566171,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1014.065895,1135.988787,-121.9228919,1122.878679,998.0658955,124.8127839,0.111154291,0.709838103,0.722815981,0.745995307,0.935603992
39,0.485545774,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1014.087079,1135.988787,-121.9017082,1122.878679,998.0870792,124.7916002,0.111135426,0.701777867,0.72171856,0.73479747,0.825688022
40,0.489491521,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1014.120084,1135.988787,-121.8687032,1122.878679,996.1200842,126.7585951,0.112887169,0.705349672,0.72330982,0.739312315,0.818447229
41,0.48866621,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1014.192077,1135.988787,-121.7967104,1122.878679,998.192077,124.6866023,0.111041918,0.709857195,0.723846337,0.744388328,0.932055746
42,0.491219708,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1014.319617,1135.988787,-121.6691701,1122.878679,998.3196173,124.5590621,0.110928335,0.709825679,0.721175947,0.745740231,0.924653321
43,0.49112619,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1014.329085,1135.988787,-121.6597019,1122.878679,998.3290855,124.5495939,0.110919903,0.709096117,0.722114851,0.744566881,0.930162602
44,0.487827847,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1014.576997,1135.988787,-121.4117905,1122.878679,1000.576997,122.3016824,0.108917984,0.711485298,0.722395303,0.750178553,0.913934095
45,0.491098137,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1014.578032,1135.988787,-121.4107552,1122.878679,1000.578032,122.3006472,0.108917062,0.709604929,0.721035721,0.747143149,0.926489533
46,0.482766577,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1014.61866,1135.988787,-121.3701273,1122.878679,996.6186601,126.2600193,0.112443153,0.703816107,0.72404753,0.737781859,0.834509749
47,0.486776573,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1014.674633,1135.988787,-121.3141548,1122.878679,1002.674633,120.2040468,0.107049897,0.70905974,0.719109138,0.74627589,0.914950435
48,0.486999728,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1014.695752,1135.988787,-121.2930358,1122.878679,1000.695752,122.1829277,0.108812225,0.707741458,0.722383109,0.745128048,0.936195347
49,0.48734389,"bn_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1014.722291,1135.988787,-121.2664968,1122.878679,1002.722291,120.1563887,0.107007454,0.707407385,0.718078783,0.743648607,0.927651642
50,0.487334586,"bn_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1014.968419,1135.988787,-121.0203679,1122.878679,1002.968419,119.9102598,0.10678826,0.705938468,0.718505557,0.741735537,0.934541833
51,0.490710177,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1015.064721,1135.988787,-120.9240665,1122.878679,1003.064721,119.8139585,0.106702497,0.706709425,0.718889654,0.742500765,0.92004507
52,0.487302024,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.067726,1135.988787,-120.9210615,1122.878679,999.0677259,123.8109534,0.110262093,0.707268241,0.720377269,0.74244975,0.94147868
53,0.486683611,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.084792,1135.988787,-120.9039957,1122.878679,999.0847917,123.7938877,0.110246895,0.706952259,0.720724785,0.740689726,0.937597394
54,0.493547404,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1015.087051,1135.988787,-120.9017366,1122.878679,1001.087051,121.7916285,0.108463747,0.709260077,0.72113327,0.74489848,0.920736257
55,0.486437319,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1015.090534,1135.988787,-120.8982537,1122.878679,999.0905337,123.7881456,0.110241781,0.707807567,0.72081014,0.742424242,0.932383132
56,0.483141161,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.101984,1135.988787,-120.8868034,1122.878679,997.101984,125.7766953,0.11201272,0.700849395,0.721017431,0.733955719,0.822705752
57,0.492202356,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.11491,1135.988787,-120.8738775,1122.878679,997.1149099,125.7637694,0.112001209,0.709940985,0.724620628,0.747041118,0.930639115
58,0.493205054,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1015.157475,1135.988787,-120.8313121,1122.878679,997.1574753,125.721204,0.111963301,0.710951759,0.723370788,0.748342006,0.923008646
59,0.48453943,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.203373,1135.988787,-120.7854148,1122.878679,993.2033726,129.6753067,0.115484699,0.704134327,0.724584047,0.737042139,0.836120185
60,0.485606106,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1015.40427,1135.988787,-120.5845176,1133.988787,1001.40427,132.5845176,0.11691872,0.708734173,0.728056384,0.735225,0.833548017
61,0.486711498,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1015.528965,1135.988787,-120.4598223,1133.988787,1001.528965,132.4598223,0.116808758,0.707031962,0.726059744,0.7351,0.837659132
62,0.484289215,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.592063,1135.988787,-120.3967247,1122.878679,995.5920627,127.2866167,0.113357408,0.702637689,0.723267143,0.737475768,0.831308666
63,0.487609097,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.761631,1135.988787,-120.2271562,1122.878679,997.7616312,125.1170481,0.111425259,0.7079727,0.72329153,0.744541373,0.942266574
64,0.485996056,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1015.821889,1135.988787,-120.1668986,1133.988787,1001.821889,132.1668986,0.116550446,0.706680421,0.726502113,0.733925,0.84423348
65,0.490163636,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1015.853808,1135.988787,-120.1349795,1122.878679,999.8538079,123.0248714,0.109562033,0.710562317,0.721175947,0.749311295,0.914336218
66,0.487516031,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1015.900546,1135.988787,-120.0882411,1122.878679,997.9005463,124.978133,0.111301546,0.708035496,0.724004853,0.742730334,0.939127418
67,0.485773202,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1015.926805,1135.988787,-120.0619829,1133.988787,1001.926805,132.0619829,0.116457927,0.70717235,0.726161369,0.7325,0.821745794
68,0.488801368,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1015.965667,1135.988787,-120.0231207,1122.878679,997.9656667,124.9130126,0.111243552,0.709134859,0.7229684,0.744975003,0.931837634
69,0.486056424,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1016.013674,1135.988787,-119.9751132,1122.878679,1002.013674,120.8650052,0.107638525,0.708363351,0.718377525,0.746428936,0.91580211
70,0.488796706,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.027712,1135.988787,-119.9610755,1122.878679,1000.027712,122.8509674,0.10940716,0.706656392,0.721352754,0.744413835,0.937352327
71,0.486507016,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.029196,1135.988787,-119.9595914,1122.878679,1000.029196,122.8494834,0.109405838,0.708819501,0.722834271,0.749234772,0.924846545
72,0.490887772,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.148252,1135.988787,-119.8405356,1122.878679,998.1482518,124.7304276,0.111080947,0.708459861,0.721096689,0.744719927,0.930172959
73,0.488512439,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15",1016.270548,1135.988787,-119.7182395,1133.988787,1006.270548,127.7182395,0.112627427,0.706280719,0.723405527,0.7352,0.830034341
74,0.486409442,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.30795,1135.988787,-119.6808373,1122.878679,1002.30795,120.5707293,0.107376453,0.707005396,0.719316429,0.743878176,0.923697319
75,0.485086489,"bn_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.355656,1135.988787,-119.6331313,1122.878679,1002.355656,120.5230233,0.107333967,0.705197449,0.718194621,0.740868279,0.935819577
76,0.49305972,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1016.408741,1135.988787,-119.5800467,1122.878679,1000.408741,122.4699386,0.109067828,0.708566169,0.720938173,0.745204571,0.921424616
77,0.488237595,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1016.434687,1135.988787,-119.5541009,1122.878679,1002.434687,120.4439928,0.107263585,0.706082642,0.71795075,0.741378431,0.920857725
78,0.486939283,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.538562,1135.988787,-119.4502249,1122.878679,1000.538562,122.3401168,0.108952213,0.706581186,0.721974625,0.743342516,0.93125515
79,0.487869743,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.691436,1135.988787,-119.2973511,1122.878679,1002.691436,120.1872431,0.107034932,0.704576537,0.718737235,0.740715233,0.928468708
80,0.488023381,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15",1016.860119,1135.988787,-119.128668,1133.988787,1004.860119,129.128668,0.113871204,0.708131071,0.725258696,0.73805,0.82405076
81,0.487474155,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1016.862377,1135.988787,-119.1264099,1133.988787,1000.862377,133.1264099,0.117396584,0.707700817,0.726866769,0.736125,0.833089492
82,0.491813821,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.862704,1135.988787,-119.1260831,1122.878679,996.8627043,126.0159751,0.112225815,0.709155348,0.723760982,0.747347209,0.930606
83,0.486200398,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1016.909179,1135.988787,-119.0796086,1122.878679,998.9091788,123.9695006,0.11040329,0.706374844,0.72079185,0.740970309,0.937598878
84,0.48529522,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1017.082031,1135.988787,-118.9067561,1133.988787,1005.082031,128.9067561,0.113675512,0.705468743,0.723118585,0.736125,0.830640919
85,0.483617758,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1017.135057,1135.988787,-118.8537308,1133.988787,1001.135057,132.8537308,0.117156124,0.70710038,0.728259635,0.73415,0.840868104
86,0.487576523,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1017.264588,1135.988787,-118.7241994,1133.988787,1007.264588,126.7241994,0.11175084,0.710865041,0.723196298,0.741025,0.936074234
87,0.488423919,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1017.308046,1135.988787,-118.6807418,1122.878679,999.3080456,123.5706338,0.110048072,0.707728675,0.722084367,0.748342006,0.925658772
88,0.485977483,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1017.325271,1135.988787,-118.6635167,1133.988787,1001.325271,132.6635167,0.116988385,0.705687409,0.725898339,0.73415,0.844140687
89,0.484891727,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1017.381462,1135.988787,-118.6073257,1133.988787,1001.381462,132.6073257,0.116938833,0.708284963,0.727894979,0.734375,0.825064552
90,0.485105041,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1017.400518,1135.988787,-118.5882691,1133.988787,1001.400518,132.5882691,0.116922028,0.705931654,0.725611396,0.7329,0.81758078
91,0.487776645,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1017.636208,1135.988787,-118.352579,1133.988787,1003.636208,130.352579,0.114950501,0.70719835,0.725037512,0.737575,0.824695083
92,0.483835336,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1017.652022,1135.988787,-118.3367657,1122.878679,1001.652022,121.2266576,0.107960602,0.706220535,0.718749428,0.743674115,0.924604818
93,0.48660925,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1017.661119,1135.988787,-118.327668,1122.878679,997.6611194,125.2175599,0.111514772,0.707263038,0.72312082,0.742679318,0.939082379
94,0.484557967,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1017.748595,1135.988787,-118.240192,1133.988787,1001.748595,132.240192,0.116615079,0.705940419,0.726005942,0.73215,0.8289408
95,0.487111331,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1017.861937,1135.988787,-118.1268501,1122.878679,999.8619373,123.016742,0.109554794,0.705648085,0.721102786,0.742806856,0.932176346
96,0.486414088,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1017.871767,1135.988787,-118.1170199,1133.988787,1005.871767,128.1170199,0.112979089,0.704282703,0.723333792,0.733875,0.839207498
97,0.491921467,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1018.055339,1135.988787,-117.9334483,1133.988787,1006.055339,127.9334483,0.112817208,0.711899897,0.724350046,0.742475,0.921604268
